n_raters,mean_kappa,sd_kappa,mean_delta,sd_delta,mean_delta_from_final,sd_delta_from_final,true_kappa
40,0.41690997692888765,0.029649481532603463,0.002934576919531069,0.002130046011113189,0.007584583364997715,0.005649313612750641,0.4
41,0.416939389250079,0.02951067310899597,0.002715199247467243,0.0020014839657985753,0.007116399657628151,0.00545876088270777,0.4
42,0.4167840476933345,0.029358817829543523,0.0026978691141622737,0.0020506548502503825,0.006570610960251092,0.004968145580862454,0.4
43,0.4169536842700223,0.02918733496593308,0.00247993646860319,0.0018886028847422019,0.006249044519150846,0.004779900826207865,0.4
44,0.41686384728208015,0.028970002019193745,0.0025716330651611168,0.001960630957543698,0.005631377827364117,0.00423307753123832,0.4
45,0.4170040282166109,0.028873031862366148,0.002553188067010423,0.0018783501381875577,0.005244199606428654,0.0038541247158907746,0.4
46,0.41683330548817343,0.028642620196058996,0.0025345022719364956,0.001882049472972589,0.004609143914495451,0.003426996081114982,0.4
47,0.41702014751694155,0.028423265614533903,0.0024272084066573204,0.001790566859578079,0.0040109835306588746,0.0030557412655217273,0.4
48,0.41691305739690515,0.028317643492245387,0.002261961085524264,0.0017836779153963976,0.0032778358860135488,0.002464508330946256,0.4
49,0.4167509341742943,0.028249420260703272,0.002333045167231654,0.0017103542060815488,0.0021562531630495885,0.0016405139504771392,0.4
50,0.416782261638715,0.028167728513308444,0.0021562531630495885,0.0016405139504771392,0.0,0.0,0.4
3,0.4994919184443817,0.09133769165424177,,,0.0679516284457246,0.05082175251230013,0.5
4,0.49904987531731976,0.08133037158465299,0.0373975952623285,0.02806982581259599,0.05840615668050589,0.04447222152760253,0.5
5,0.5010385549081813,0.07072987623307792,0.02901223886087907,0.02145993268009183,0.049480791218281084,0.03689263061393743,0.5
6,0.5012433230132264,0.0666471060688443,0.021551071720291446,0.01624451687882724,0.04497518270086119,0.034362995595259,0.5
7,0.5026732450592472,0.06255910924247231,0.018730082240586064,0.01386951413159277,0.04158481997124519,0.030825714597201116,0.5
8,0.5025427356030171,0.0576028100532241,0.01665702072055985,0.011963138995245764,0.03735296880413591,0.027296038370311176,0.5
9,0.5041424375491178,0.05477764336263548,0.014100855171809722,0.010536959639377421,0.034486683308057646,0.02560559805954599,0.5
10,0.5033222803760612,0.05150534623863761,0.01249656357473045,0.009555451645171947,0.03184527900646757,0.02349184389335024,0.5
11,0.5034656563841869,0.049517957476224915,0.010982960226499985,0.008357173584486143,0.030052416106877502,0.02212225590883988,0.5
12,0.5037972621219015,0.04725189082022783,0.010520728585079476,0.007614266317345633,0.02749502453798095,0.02061025070774526,0.5
13,0.5030578762920546,0.04593749965426955,0.009482747996329179,0.007257650428013923,0.02596477440805237,0.01963303700664791,0.5
14,0.5033531507143096,0.04472972893168407,0.008416582896850171,0.006276669103916334,0.024885404075996133,0.018471230050038003,0.5
15,0.503485547432919,0.0437672004674567,0.007770355151903558,0.005853547959148492,0.024130958322472744,0.017849037534894224,0.5
16,0.5036519887823986,0.04257751071708589,0.007276685875281739,0.005578611625273853,0.022783488797178123,0.0173244563626294,0.5
