n_raters,mean_kappa,sd_kappa,mean_delta,sd_delta,mean_delta_from_final,sd_delta_from_final,true_kappa
19,0.5967492555387856,0.02070052491453362,0.0032707375594009094,0.0025893216490291866,0.011101848801764846,0.008691321441677627,0.6
20,0.5967658702730004,0.020243675261196692,0.003153542085086773,0.00233784053053822,0.010738123703884,0.008268692605669748,0.6
21,0.5967592143238828,0.019917806648809027,0.00288346021368675,0.002139250553314764,0.010371979335544719,0.007872326619582039,0.6
22,0.5967404103201337,0.01954368248501913,0.0027873019118814604,0.002081314742018185,0.010019890125568958,0.007546335234852593,0.6
23,0.596511064093718,0.019168184319106465,0.0028610387863924913,0.0022339625521697395,0.009520985423024975,0.007166176872707728,0.6
24,0.5964936327101684,0.018970380930450212,0.0025954837989891296,0.0019345146075108177,0.009070931724194726,0.0069219426418852485,0.6
25,0.5964786670098817,0.018656343610840977,0.0025630966925286962,0.0018809916473879636,0.008655779296289207,0.006579908854638933,0.6
26,0.5964206221806982,0.018357239770724953,0.0023982138607989327,0.0018009576165143699,0.008173001380657852,0.0064305131103960505,0.6
27,0.5963839141722445,0.01814134445396672,0.002283536700439249,0.0016949743172997031,0.007859699804673851,0.006276362655375917,0.6
28,0.5962304225743318,0.01804100813769805,0.002231172470068078,0.001691634947212224,0.007698676036022449,0.006003257085857052,0.6
29,0.596246500644778,0.01765172180802902,0.002175062944151236,0.001572880046415662,0.0073357988739579496,0.005834673536660571,0.6
30,0.5962152540206934,0.017367416321296517,0.002070217063816602,0.0015625995405329856,0.007056579395461022,0.005531327143657348,0.6
31,0.5962657963644534,0.0171941543925638,0.0019460085988466512,0.0014497345425676276,0.0067689945340039925,0.005288989157303685,0.6
32,0.5962106614144473,0.017056231669776094,0.0020513922469553416,0.0014800590199902787,0.006443287189855867,0.005030406005419953,0.6
33,0.5960923162499877,0.016908463849309944,0.0018552096861143123,0.0014667896637109476,0.006301612116059,0.004823000674573973,0.6
34,0.5959726986030884,0.016666474303926513,0.0018690831982094743,0.001433709234458641,0.00592465997045448,0.004470650443012768,0.6
35,0.5958116344522271,0.016583408419551214,0.001740487654180438,0.001298588940547252,0.005747545209404452,0.004353651288464421,0.6
36,0.5959425479212859,0.016420766234560128,0.0017039194195313785,0.001286949271951926,0.005472935598092383,0.004100736359453271,0.6
37,0.5959949442731195,0.01637850245782584,0.001648454857611955,0.0012404868514309698,0.005164925325713057,0.003983580240695435,0.6
38,0.5959344939610928,0.016198375845150628,0.001585671324333642,0.0012073847300007508,0.004908040651665408,0.0036642725427380525,0.6
39,0.5959537474172809,0.016037321213902594,0.0016357589469787176,0.0012273231355706107,0.004622048662979277,0.0034759091131970105,0.6
40,0.5959689053004988,0.015972332086313736,0.001567799628315807,0.001196609381807578,0.004287312929278824,0.003225070375360272,0.6
41,0.5960390324553861,0.01580550384639287,0.0015061516887837092,0.0011418613325324342,0.003933892664491381,0.002899650947469972,0.6
42,0.5960416833087321,0.015626629016064018,0.0014342466638745952,0.0010871407482295785,0.003673294147342325,0.0027006753422806644,0.6
43,0.5960638688032426,0.015534355710887661,0.0013783252809263552,0.001043060929881419,0.003422076819063066,0.002497726035272403,0.6
44,0.5960171058597906,0.015403709049003945,0.001370773124421632,0.001026039757956172,0.003093080746838645,0.002274893851832752,0.6
45,0.5959248386311721,0.015383443918031979,0.0013846959865475546,0.0010306489375067412,0.0028044130611248087,0.002092214290000923,0.6
46,0.595941591993023,0.015306521904751529,0.0013025775713057072,0.000976598527890744,0.0025200151531226773,0.0018369639919190706,0.6
47,0.595946902227669,0.015328166762593756,0.0012917720841538018,0.0009784904276923488,0.002194838808707657,0.0016155626752966381,0.6
48,0.5959646889808143,0.015217021350089599,0.001302767089841629,0.0009325835813228812,0.0017445385676431728,0.0013491270658198419,0.6
49,0.5959779800716662,0.01519787197072528,0.0012405133340267196,0.0009511186220607029,0.0012150636912243824,0.0009229836122138102,0.6
50,0.5959290883101529,0.015155457380969581,0.0012150636912243824,0.0009229836122138102,0.0,0.0,0.6
